pickup,dropoff,passengers,distance,fare,payment,pickup_zone,dropoff_zone
31-03-2019 13:19,31-03-2019 13:31,5,2.83,11,credit card,East Village,Lenox Hill West
19-03-2019 23:28,19-03-2019 23:37,2,1.32,7.5,cash,Lower East Side,Alphabet City
28-03-2019 11:15,28-03-2019 11:21,3,0.62,5.5,credit card,Financial District North,Battery Park
27-03-2019 20:51,27-03-2019 20:57,1,1.03,6,cash,Murray Hill,Sutton Place/Turtle Bay North
25-03-2019 17:01,25-03-2019 17:50,2,9.4,36,credit card,Kips Bay,East New York
28-03-2019 18:42,28-03-2019 18:53,1,1.55,9,credit card,Gramercy,Lower East Side
26-03-2019 08:02,26-03-2019 08:15,0,2.6,10.5,credit card,UN/Turtle Bay South,Yorkville West
05-03-2019 17:50,05-03-2019 18:21,3,3.8,20,credit card,Midtown North,Greenwich Village South
16-03-2019 16:07,16-03-2019 16:26,1,3.1,14,credit card,Williamsburg (South Side),Brooklyn Heights
04-03-2019 22:46,04-03-2019 23:07,6,6.66,23.5,credit card,World Trade Center,Upper East Side South
16-03-2019 16:04,16-03-2019 16:41,2,4.4,24,credit card,Garment District,Upper West Side North
16-03-2019 12:47,16-03-2019 12:58,2,1.98,9,cash,Upper East Side South,Upper East Side North
09-03-2019 18:54,09-03-2019 19:06,1,1.46,9,credit card,West Village,Union Sq
06-03-2019 07:29,06-03-2019 07:35,3,1,6,credit card,Murray Hill,Gramercy
01-03-2019 16:40,01-03-2019 17:02,1,5.23,19.5,credit card,Battery Park City,Midtown North
15-03-2019 19:10,15-03-2019 19:34,1,3.8,17,cash,SoHo,Lincoln Square East
25-03-2019 22:01,25-03-2019 22:14,1,3.3,12,credit card,Times Sq/Theatre District,Little Italy/NoLiTa
08-03-2019 17:04,08-03-2019 17:30,1,3.89,18,credit card,Upper East Side South,East Village
08-03-2019 19:23,08-03-2019 19:29,1,0.97,6,credit card,Upper West Side North,Upper West Side South
15-03-2019 17:04,15-03-2019 17:07,1,0.3,3.5,credit card,East Village,East Village
18-03-2019 16:49,18-03-2019 16:58,1,1.4,8,cash,Lenox Hill East,Midtown North
29-03-2019 08:16,29-03-2019 08:42,1,2,16,cash,Gramercy,East Chelsea
10-03-2019 10:56,10-03-2019 11:19,3,8.1,25,cash,JFK Airport,Glendale
26-03-2019 14:16,26-03-2019 14:23,1,1,6.5,credit card,Lower East Side,Alphabet City
13-03-2019 19:00,13-03-2019 19:12,1,1.89,9.5,credit card,Murray Hill,East Village
15-03-2019 10:18,15-03-2019 10:46,1,3.22,18,cash,UN/Turtle Bay South,Clinton East
11-03-2019 14:09,11-03-2019 14:15,1,1.02,6,credit card,Upper East Side North,Lenox Hill West
17-03-2019 13:36,17-03-2019 13:54,1,7.22,23,credit card,Central Park,Inwood
29-03-2019 00:25,29-03-2019 00:38,1,5.8,18,credit card,Clinton East,Manhattanville
18-03-2019 09:02,18-03-2019 09:20,6,2.53,13.5,credit card,Clinton East,Upper East Side North
19-03-2019 13:13,19-03-2019 13:24,1,5.15,16.5,cash,JFK Airport,South Ozone Park
01-03-2019 12:21,01-03-2019 13:05,4,5.94,29.5,credit card,Upper West Side North,East Village
20-03-2019 17:49,20-03-2019 18:53,1,14.62,49.12,credit card,Two Bridges/Seward Park,South Ozone Park
07-03-2019 12:40,07-03-2019 12:49,2,1,7,cash,Upper East Side North,Yorkville East
10-03-2019 12:09,10-03-2019 12:24,1,1.73,10.5,credit card,Garment District,Midtown North
17-03-2019 00:11,17-03-2019 00:28,4,3.2,13,credit card,East Village,Times Sq/Theatre District
19-03-2019 09:04,19-03-2019 09:32,1,7.38,22.94,credit card,Murray Hill,Hamilton Heights
29-03-2019 06:42,29-03-2019 06:46,2,1.4,6,credit card,Penn Station/Madison Sq West,West Village
18-03-2019 22:01,18-03-2019 22:12,1,1.5,8.5,cash,Midtown North,Times Sq/Theatre District
03-03-2019 08:15,03-03-2019 08:20,1,1.2,6,credit card,Murray Hill,Union Sq
30-03-2019 18:32,30-03-2019 18:40,1,1.1,7,credit card,Upper East Side North,Lenox Hill East
16-03-2019 10:14,16-03-2019 10:26,1,1.1,8.5,cash,Midtown East,Midtown Center
13-03-2019 13:35,13-03-2019 14:09,2,11.2,36,credit card,LaGuardia Airport,Clinton East
07-03-2019 19:46,07-03-2019 20:02,5,1.57,11,credit card,Midtown North,Penn Station/Madison Sq West
12-03-2019 12:49,12-03-2019 13:09,1,2.58,14.5,credit card,East Harlem South,Upper West Side South
05-03-2019 19:41,05-03-2019 19:48,5,1.39,7,credit card,Midtown East,Gramercy
20-03-2019 09:59,20-03-2019 10:38,2,5.7,28,credit card,TriBeCa/Civic Center,Murray Hill
01-03-2019 17:43,01-03-2019 18:43,1,13.9,50,credit card,JFK Airport,Cobble Hill
01-03-2019 00:53,01-03-2019 00:58,1,0.9,5.5,credit card,Midtown Center,Midtown North
10-03-2019 03:58,10-03-2019 04:13,5,2.64,12,credit card,Midtown East,West Chelsea/Hudson Yards
06-03-2019 12:34,06-03-2019 12:38,1,0.8,5,credit card,Yorkville West,East Harlem South
11-03-2019 08:55,11-03-2019 09:19,1,1.7,15,cash,Murray Hill,West Chelsea/Hudson Yards
03-03-2019 18:22,03-03-2019 18:32,2,1.61,8.5,credit card,Garment District,Clinton West
05-03-2019 09:22,05-03-2019 09:36,1,1.7,10.5,credit card,Flatiron,TriBeCa/Civic Center
26-03-2019 11:29,26-03-2019 11:50,1,1.14,13,credit card,West Chelsea/Hudson Yards,Garment District
10-03-2019 09:22,10-03-2019 09:34,0,0.8,8.5,credit card,Clinton East,West Chelsea/Hudson Yards
05-03-2019 11:52,05-03-2019 12:11,1,0.8,12,credit card,Upper East Side South,Upper East Side South
22-03-2019 14:38,22-03-2019 14:47,1,1.2,8,credit card,Greenwich Village North,Murray Hill
16-03-2019 14:46,16-03-2019 14:53,5,1.04,6.5,credit card,East Harlem South,Manhattan Valley
11-03-2019 10:01,11-03-2019 10:17,3,2.59,13,credit card,Upper West Side North,Times Sq/Theatre District
03-03-2019 13:55,03-03-2019 14:11,2,2.3,12.5,credit card,Union Sq,Lower East Side
01-03-2019 16:41,01-03-2019 16:56,6,0.88,10,credit card,Penn Station/Madison Sq West,Midtown Center
29-03-2019 07:51,29-03-2019 08:10,1,3,14,credit card,UN/Turtle Bay South,Lincoln Square East
10-03-2019 15:45,10-03-2019 15:48,1,0.7,4.5,cash,Upper East Side North,East Harlem South
29-03-2019 10:28,29-03-2019 10:46,1,2.49,12.5,credit card,Lenox Hill East,Upper West Side North
28-03-2019 17:32,28-03-2019 17:55,1,2.6,15.5,credit card,Times Sq/Theatre District,Upper East Side North
06-03-2019 09:24,06-03-2019 09:25,1,1.7,14,credit card,Midtown North,Midtown North
12-03-2019 05:34,12-03-2019 05:50,1,1.86,11.5,cash,Upper East Side South,Sutton Place/Turtle Bay North
14-03-2019 16:20,14-03-2019 16:28,1,1,7.5,cash,Lenox Hill East,Upper East Side South
07-03-2019 17:25,07-03-2019 17:42,1,1.4,11.5,cash,Times Sq/Theatre District,Sutton Place/Turtle Bay North
10-03-2019 15:36,10-03-2019 15:53,0,1.4,11.5,credit card,Penn Station/Madison Sq West,Midtown East
07-03-2019 16:40,07-03-2019 16:43,3,0.28,3.5,cash,Clinton East,Clinton West
04-03-2019 18:21,04-03-2019 18:35,1,1.85,10.5,cash,Midtown North,Lincoln Square West
02-03-2019 09:57,02-03-2019 10:00,1,0.58,4.5,credit card,Upper East Side South,Upper East Side South
10-03-2019 17:03,10-03-2019 17:25,1,3.28,16,credit card,Flatiron,Upper East Side South
19-03-2019 12:40,19-03-2019 12:50,2,0.6,7.5,cash,Midtown Center,Times Sq/Theatre District
13-03-2019 23:26,13-03-2019 23:28,1,1,5,credit card,Yorkville West,Lenox Hill West
24-03-2019 14:50,24-03-2019 15:09,3,1.51,12,credit card,East Chelsea,UN/Turtle Bay South
19-03-2019 22:00,19-03-2019 22:29,1,4.95,21.5,credit card,Hudson Sq,Lincoln Square East
19-03-2019 15:28,19-03-2019 15:36,4,1.23,7,credit card,Hudson Sq,Lower East Side
07-03-2019 20:08,07-03-2019 20:12,2,0.7,5,cash,Gramercy,East Village
04-03-2019 16:07,04-03-2019 16:33,2,10.53,52,credit card,Flushing Meadows-Corona Park,Midtown Center
06-03-2019 06:41,06-03-2019 06:44,1,0.8,4.5,credit card,Murray Hill,Garment District
22-03-2019 03:39,22-03-2019 03:47,1,1.33,7.5,credit card,Morningside Heights,East Harlem North
14-03-2019 08:30,14-03-2019 08:46,0,1.7,11.5,credit card,Union Sq,Midtown North
14-03-2019 22:31,14-03-2019 22:33,1,0.7,4,cash,Lenox Hill East,Yorkville West
18-03-2019 19:12,18-03-2019 19:29,1,1.5,11.5,credit card,Times Sq/Theatre District,Midtown South
26-03-2019 23:02,26-03-2019 23:09,1,1.1,6,credit card,Midtown East,UN/Turtle Bay South
30-03-2019 02:22,30-03-2019 02:36,3,3.5,13,credit card,Meatpacking/West Village West,Midtown Center
27-03-2019 15:45,27-03-2019 15:53,1,1.3,7.5,credit card,Times Sq/Theatre District,West Chelsea/Hudson Yards
10-03-2019 22:16,10-03-2019 22:35,1,9.7,28.5,credit card,LaGuardia Airport,Midtown East
18-03-2019 18:49,18-03-2019 18:52,2,0.5,4,credit card,Upper East Side South,Upper East Side South
21-03-2019 08:27,21-03-2019 08:32,1,0.6,5,credit card,Upper East Side North,Upper East Side South
18-03-2019 21:08,18-03-2019 21:14,6,1.52,7,credit card,Midtown South,Midtown North
12-03-2019 15:53,12-03-2019 15:57,1,0.4,4,credit card,Upper East Side North,Upper East Side North
17-03-2019 11:59,17-03-2019 12:38,1,7.36,29.5,credit card,East Village,Central Harlem
12-03-2019 10:36,12-03-2019 10:52,1,1.18,10.5,credit card,Hudson Sq,Seaport
20-03-2019 11:57,20-03-2019 12:14,1,1.4,11.5,credit card,Flatiron,Murray Hill
08-03-2019 15:56,08-03-2019 16:08,1,2.2,10,credit card,Upper West Side South,Morningside Heights
27-03-2019 11:47,27-03-2019 11:56,1,1.47,8.5,cash,UN/Turtle Bay South,Stuy Town/Peter Cooper Village
08-03-2019 17:06,08-03-2019 17:08,1,0.2,3.5,credit card,Hamilton Heights,Hamilton Heights
06-03-2019 08:33,06-03-2019 09:19,1,12.34,39,credit card,LaGuardia Airport,Gramercy
09-03-2019 13:48,09-03-2019 13:59,0,1.3,8.5,,Upper West Side South,Midtown North
29-03-2019 04:56,29-03-2019 05:01,1,0.84,5.5,cash,Clinton West,Garment District
27-03-2019 17:19,27-03-2019 17:57,1,9.96,33,cash,LaGuardia Airport,Brooklyn Heights
21-03-2019 16:48,21-03-2019 16:51,1,0.5,4.5,credit card,Midtown East,Midtown East
30-03-2019 11:17,30-03-2019 11:36,4,2.6,13.5,cash,Penn Station/Madison Sq West,Lower East Side
27-03-2019 15:18,27-03-2019 15:19,1,0,2.5,cash,Financial District North,World Trade Center
11-03-2019 16:01,11-03-2019 16:14,1,1.45,10,cash,Flatiron,Midtown North
03-03-2019 21:26,03-03-2019 21:30,1,1.1,5.5,credit card,Penn Station/Madison Sq West,West Village
06-03-2019 19:48,06-03-2019 20:10,1,4.6,18.5,credit card,Clinton East,TriBeCa/Civic Center
22-03-2019 17:33,22-03-2019 17:39,1,0.9,6,credit card,Yorkville East,Yorkville West
11-03-2019 09:19,11-03-2019 09:37,1,1.64,12,credit card,Lincoln Square East,Central Park
01-03-2019 15:22,01-03-2019 15:28,1,0.6,7,credit card,Midtown North,Upper East Side South
18-03-2019 12:45,18-03-2019 13:19,1,3.99,22,cash,East Village,Clinton West
29-03-2019 06:07,29-03-2019 06:11,2,0.49,4,cash,World Trade Center,Financial District North
12-03-2019 07:42,12-03-2019 07:46,1,0.75,5,credit card,Central Park,Midtown Center
20-03-2019 13:55,20-03-2019 14:00,1,0.6,5,cash,Kips Bay,Murray Hill
29-03-2019 19:02,29-03-2019 19:06,1,0.33,4,credit card,Greenwich Village North,Greenwich Village North
10-03-2019 08:57,10-03-2019 09:01,1,0.72,5,cash,East Village,Lower East Side
15-03-2019 20:26,15-03-2019 20:44,3,4.2,16.5,credit card,Lenox Hill West,Greenpoint
27-03-2019 13:37,27-03-2019 13:46,6,1.06,7.5,credit card,Sutton Place/Turtle Bay North,Lenox Hill East
07-03-2019 17:52,07-03-2019 17:57,1,0.8,5.5,credit card,Manhattan Valley,Upper West Side North
03-03-2019 02:23,03-03-2019 02:34,1,3.55,12,credit card,Midtown North,East Harlem North
09-03-2019 21:08,09-03-2019 21:32,1,6.11,23,credit card,East Harlem North,Kips Bay
18-03-2019 07:53,18-03-2019 08:08,1,6.98,20.5,cash,Lenox Hill East,Financial District South
18-03-2019 07:43,18-03-2019 08:27,1,10.32,36,credit card,Upper West Side North,LaGuardia Airport
04-03-2019 22:07,04-03-2019 22:37,2,15.57,44,credit card,JFK Airport,Long Island City/Hunters Point
27-03-2019 12:38,27-03-2019 12:40,1,0.25,3.5,cash,Upper West Side South,Upper West Side North
26-03-2019 19:04,26-03-2019 19:13,1,1.9,8.5,credit card,East Harlem North,Upper East Side South
22-03-2019 23:04,22-03-2019 23:15,1,1.08,8,credit card,Gramercy,Lower East Side
05-03-2019 22:10,05-03-2019 22:21,1,2.35,9.5,credit card,Murray Hill,Upper East Side North
31-03-2019 04:15,31-03-2019 04:23,1,1.64,8,credit card,Flatiron,Murray Hill
29-03-2019 01:48,29-03-2019 01:58,1,7.4,21.5,credit card,JFK Airport,Starrett City
12-03-2019 09:25,12-03-2019 09:34,1,0.91,7,cash,Times Sq/Theatre District,Midtown North
19-03-2019 13:17,19-03-2019 13:44,2,11.17,34,credit card,Midtown Center,LaGuardia Airport
18-03-2019 05:13,18-03-2019 05:30,3,7.71,23.5,credit card,East Harlem South,LaGuardia Airport
21-03-2019 13:04,21-03-2019 13:19,1,1.34,10,cash,Upper East Side North,Lenox Hill East
04-03-2019 19:20,04-03-2019 19:23,1,0.5,4,credit card,Union Sq,Gramercy
22-03-2019 05:52,22-03-2019 05:57,1,0.73,5,credit card,West Chelsea/Hudson Yards,Penn Station/Madison Sq West
14-03-2019 14:36,14-03-2019 15:00,1,2.32,15.5,credit card,Union Sq,Clinton East
09-03-2019 21:54,09-03-2019 22:05,2,1.71,9,credit card,Two Bridges/Seward Park,West Village
07-03-2019 09:37,07-03-2019 10:03,1,1.61,15.5,credit card,Upper East Side South,Midtown South
23-03-2019 09:46,23-03-2019 09:52,1,1.1,6.5,credit card,Upper East Side South,Upper East Side North
20-03-2019 15:24,20-03-2019 15:25,2,0.2,3,credit card,East Chelsea,East Chelsea
15-03-2019 18:02,15-03-2019 18:31,2,5.82,22.5,credit card,Clinton East,Financial District North
21-03-2019 18:41,21-03-2019 18:46,1,1,5.5,credit card,Lenox Hill East,Upper East Side South
31-03-2019 21:35,31-03-2019 21:49,2,2.94,12.5,credit card,West Village,Clinton East
12-03-2019 23:25,12-03-2019 23:33,1,1.1,7,credit card,Lower East Side,Two Bridges/Seward Park
08-03-2019 23:25,08-03-2019 23:34,1,1.22,7.5,credit card,Little Italy/NoLiTa,Financial District North
13-03-2019 10:03,13-03-2019 10:44,4,6.8,29.5,credit card,LaGuardia Airport,Lenox Hill West
03-03-2019 15:28,03-03-2019 15:34,1,1.06,6,credit card,East Village,Gramercy
02-03-2019 12:09,02-03-2019 12:34,1,9.7,29,credit card,Times Sq/Theatre District,LaGuardia Airport
07-03-2019 18:41,07-03-2019 19:00,1,1.7,13,credit card,UN/Turtle Bay South,Midtown North
09-03-2019 02:52,09-03-2019 02:58,1,1.98,7.5,credit card,East Village,Midtown East
17-03-2019 14:39,17-03-2019 14:42,1,0.36,3.5,cash,Clinton East,Times Sq/Theatre District
12-03-2019 21:56,12-03-2019 21:59,1,0.49,4,cash,Clinton East,Midtown North
25-03-2019 09:32,25-03-2019 09:37,5,0.7,5,credit card,Garment District,Times Sq/Theatre District
12-03-2019 17:44,12-03-2019 17:47,3,0.4,4,cash,Midtown East,Sutton Place/Turtle Bay North
14-03-2019 18:24,14-03-2019 18:38,3,1.16,9.5,credit card,Upper East Side North,Central Park
23-03-2019 22:47,23-03-2019 22:53,1,1.6,7.5,credit card,Yorkville West,Upper West Side South
26-03-2019 18:56,26-03-2019 19:10,0,2.1,11.5,credit card,Manhattan Valley,Central Harlem
05-03-2019 21:47,05-03-2019 21:57,1,1.71,9,credit card,Murray Hill,Flatiron
28-03-2019 15:24,28-03-2019 15:35,1,1.01,8.5,credit card,Clinton East,Penn Station/Madison Sq West
01-03-2019 22:48,01-03-2019 22:50,1,0.42,3.5,credit card,Clinton East,Lincoln Square East
08-03-2019 13:49,08-03-2019 13:53,1,0.65,5,credit card,Upper West Side South,Lincoln Square West
11-03-2019 17:54,11-03-2019 18:03,2,1.1,7.5,credit card,Yorkville West,Upper East Side South
11-03-2019 18:55,11-03-2019 19:19,1,5.09,20,cash,SoHo,Lenox Hill East
06-03-2019 22:13,06-03-2019 22:41,1,7.06,25,cash,Lincoln Square East,Central Harlem North
26-03-2019 23:02,26-03-2019 23:07,5,0.85,5,cash,Midtown North,Garment District
26-03-2019 23:21,26-03-2019 23:26,1,1.2,6,credit card,Upper East Side South,Upper West Side North
19-03-2019 18:23,19-03-2019 18:42,1,3.91,16,credit card,West Chelsea/Hudson Yards,Lower East Side
21-03-2019 18:33,21-03-2019 18:40,2,1.1,6.5,credit card,Murray Hill,East Village
11-03-2019 13:47,11-03-2019 14:03,1,2.03,11,cash,Little Italy/NoLiTa,Financial District South
25-03-2019 12:16,25-03-2019 12:37,1,2.63,13.5,cash,Lincoln Square East,Union Sq
25-03-2019 21:25,25-03-2019 21:28,3,0.97,5,credit card,Penn Station/Madison Sq West,Union Sq
10-03-2019 17:35,10-03-2019 17:38,1,0.3,4,credit card,Midtown South,Murray Hill
31-03-2019 21:01,31-03-2019 21:16,1,2.3,11.5,credit card,Meatpacking/West Village West,Alphabet City
28-03-2019 21:34,28-03-2019 22:14,1,13.1,41,credit card,Gramercy,Midwood
01-03-2019 13:02,01-03-2019 13:14,1,1.97,9.5,credit card,Lenox Hill West,Upper East Side North
13-03-2019 09:30,13-03-2019 09:42,6,1.12,8.5,credit card,Penn Station/Madison Sq West,Times Sq/Theatre District
16-03-2019 08:32,16-03-2019 08:53,1,4.38,17.5,credit card,LaGuardia Airport,Long Island City/Queens Plaza
27-03-2019 20:08,27-03-2019 20:18,1,1.97,8.5,credit card,TriBeCa/Civic Center,World Trade Center
29-03-2019 23:25,30-03-2019 00:17,1,13.8,46,credit card,Lincoln Square East,Flatbush/Ditmas Park
25-03-2019 20:07,25-03-2019 20:28,0,5.8,20,credit card,Gramercy,Brooklyn Heights
04-03-2019 14:54,04-03-2019 15:38,1,13.46,56.74,credit card,Upper West Side South,Cypress Hills
18-03-2019 20:46,18-03-2019 21:08,6,5.13,19.5,credit card,Greenwich Village North,Upper West Side South
06-03-2019 08:50,06-03-2019 08:58,2,0.68,6,cash,Murray Hill,Midtown Center
30-03-2019 20:05,30-03-2019 20:11,2,1.5,7,credit card,TriBeCa/Civic Center,Meatpacking/West Village West
08-03-2019 14:51,08-03-2019 15:52,1,18.27,52,cash,JFK Airport,Midtown South
13-03-2019 12:26,13-03-2019 12:38,1,0.7,8.5,credit card,Midtown East,Times Sq/Theatre District
29-03-2019 23:31,29-03-2019 23:43,2,1.6,9,credit card,East Village,Meatpacking/West Village West
13-03-2019 11:25,13-03-2019 11:34,1,1.13,7.5,credit card,Penn Station/Madison Sq West,Times Sq/Theatre District
17-03-2019 12:50,17-03-2019 12:52,1,0.5,4,cash,West Village,Flatiron
10-03-2019 22:49,10-03-2019 22:55,1,1,6,credit card,Midtown North,Midtown Center
30-03-2019 13:33,30-03-2019 13:44,2,1.9,9,credit card,Upper East Side North,Midtown East
07-03-2019 15:53,07-03-2019 16:23,1,5,22.5,credit card,Upper East Side South,Greenwich Village North
08-03-2019 08:28,08-03-2019 08:34,1,0.84,6,credit card,East Chelsea,Penn Station/Madison Sq West
11-03-2019 21:47,11-03-2019 22:05,1,6.81,21.5,credit card,LaGuardia Airport,East Harlem North
14-03-2019 19:29,14-03-2019 19:33,2,0.5,4.5,credit card,Murray Hill,Murray Hill
08-03-2019 17:13,08-03-2019 17:30,1,1,10.5,credit card,Union Sq,Murray Hill
17-03-2019 19:01,17-03-2019 19:33,2,14.1,40,credit card,South Jamaica,Fort Greene
20-03-2019 00:51,20-03-2019 00:57,5,1.99,7.5,cash,Times Sq/Theatre District,East Chelsea
05-03-2019 18:09,05-03-2019 18:21,1,1.12,8.5,credit card,Gramercy,Murray Hill
28-03-2019 19:23,28-03-2019 19:30,1,0.6,6,credit card,Gramercy,Union Sq
23-03-2019 00:52,23-03-2019 01:03,1,5.08,16,credit card,TriBeCa/Civic Center,Midtown East
11-03-2019 13:22,11-03-2019 13:26,1,0.62,4.5,cash,Murray Hill,Midtown Center
23-03-2019 01:40,23-03-2019 01:59,1,2.4,14,credit card,West Chelsea/Hudson Yards,Greenwich Village North
28-03-2019 23:00,28-03-2019 23:13,1,3.8,13.5,credit card,Midtown Center,Manhattan Valley
14-03-2019 21:54,14-03-2019 22:07,1,3.62,13,credit card,Midtown Center,Central Harlem
12-03-2019 12:21,12-03-2019 12:27,1,0.72,5.5,credit card,Sutton Place/Turtle Bay North,Upper East Side South
03-03-2019 20:12,03-03-2019 20:16,2,0.86,4.5,credit card,Lenox Hill East,Yorkville East
13-03-2019 12:40,13-03-2019 12:45,1,0.6,5.5,credit card,Upper East Side North,Upper East Side South
31-03-2019 14:39,31-03-2019 14:44,4,0.35,5,cash,Clinton East,Times Sq/Theatre District
31-03-2019 14:47,31-03-2019 14:58,2,1.43,9.5,cash,Battery Park City,Little Italy/NoLiTa
21-03-2019 12:48,21-03-2019 13:03,1,1.59,10,credit card,East Chelsea,Meatpacking/West Village West
06-03-2019 18:12,06-03-2019 18:31,5,2.09,13.5,credit card,Lenox Hill East,Midtown Center
07-03-2019 21:45,07-03-2019 21:51,1,1.2,6.5,credit card,Midtown South,Flatiron
15-03-2019 14:53,15-03-2019 15:20,6,2.33,17,credit card,Lincoln Square West,Upper East Side North
26-03-2019 19:50,26-03-2019 20:00,1,1.27,7.5,credit card,Midtown East,Garment District
03-03-2019 02:31,03-03-2019 02:41,1,2.44,10,cash,Lower East Side,Midtown South
06-03-2019 13:48,06-03-2019 14:00,4,1.08,9,credit card,Greenwich Village North,Little Italy/NoLiTa
13-03-2019 11:54,13-03-2019 12:01,1,0.73,6,credit card,Times Sq/Theatre District,Garment District
16-03-2019 00:32,16-03-2019 00:40,3,1.66,7.5,cash,Morningside Heights,Manhattan Valley
02-03-2019 11:07,02-03-2019 11:14,1,1.39,7,cash,Little Italy/NoLiTa,Gramercy
14-03-2019 22:59,14-03-2019 23:04,2,0.53,5,credit card,Murray Hill,Murray Hill
15-03-2019 08:46,15-03-2019 09:03,1,3.33,14.5,cash,Battery Park City,Flatiron
